credit_rating,account_balance,credit_duration_months,previous_credit_payment_status,credit_purpose,credit_amount,savings,employment_duration,installment_rate(perc_disp_income),marital_status,guarantor,residence_duration,current_assets,age,other_credits,apartment_type,bank_credits,occupation,dependents,telephone_yes,foreign_worker_yes,telephone_no,foreign_worker_no
1,na,6,other_credits_existing,furniture/equipment,1221,na,1<_<4_year,1,male:married,none,2,life_insurance,27,none,own,2,skilled-employee,1,0,1,1,0
1,na,9,existing_credits_paid_till_now,furniture/equipment,1388,little,1<_<4_year,4,female:divorced/married,none,2,real_estate,26,none,rent,1,skilled-employee,1,0,1,1,0
1,na,12,existing_credits_paid_till_now,radio/television,2279,na,1<_<4_year,4,male:single,none,4,unknown,37,none,for_free,1,skilled-employee,1,1,1,0,0
1,na,12,no_credits_taken,furniture/equipment,2759,little,>7_year,2,male:single,none,4,life_insurance,34,none,own,2,skilled-employee,1,0,1,1,0
1,rich,24,existing_credits_paid_till_now,radio/television,1258,quite_rich,1<_<4_year,3,female:divorced/married,none,3,car_other,57,none,own,1,unskilled-resident,1,0,1,1,0
1,moderate,12,no_credits_taken,retraining,1410,little,1<_<4_year,2,male:single,none,2,real_estate,31,none,own,1,unskilled-resident,1,1,1,0,0
1,little,15,existing_credits_paid_till_now,car(new),1403,little,1<_<4_year,2,female:divorced/married,none,4,car_other,28,none,rent,1,skilled-employee,1,0,1,1,0
1,little,24,existing_credits_paid_till_now,furniture/equipment,3021,little,1<_<4_year,2,male:divorced,none,2,real_estate,24,none,rent,1,unskilled-resident,1,0,1,1,0
1,little,24,existing_credits_paid_till_now,business,6568,little,1<_<4_year,2,male:married,none,2,car_other,21,stores,own,1,unskilled-resident,1,0,1,1,0
1,na,24,other_credits_existing,radio/television,2578,rich,>7_year,2,male:single,none,2,car_other,34,none,own,1,skilled-employee,1,0,1,1,0
1,moderate,24,other_credits_existing,car(used),7758,rich,>7_year,2,female:divorced/married,none,4,unknown,29,none,rent,1,skilled-employee,1,0,1,1,0
1,little,6,existing_credits_paid_till_now,domestic_appliances,343,little,<1_year,4,female:divorced/married,none,1,real_estate,27,none,own,1,skilled-employee,1,0,1,1,0
1,na,21,delay_paying_in_past,furniture/equipment,1591,moderate,4<_<7_year,4,male:single,none,3,real_estate,34,none,own,2,highly-qualified,1,0,1,1,0
1,little,27,existing_credits_paid_till_now,radio/television,3416,little,1<_<4_year,3,male:single,none,2,car_other,27,none,own,1,highly-qualified,1,0,1,1,0
0,little,12,no_credits_taken,repairs,1108,little,4<_<7_year,4,male:single,none,3,real_estate,28,none,own,2,skilled-employee,1,0,1,1,0
1,moderate,27,delay_paying_in_past,car(used),5965,little,>7_year,1,male:single,none,2,car_other,30,none,own,2,highly-qualified,1,1,1,0,0
1,moderate,15,existing_credits_paid_till_now,repairs,1514,moderate,1<_<4_year,4,male:single,guarantor,2,real_estate,22,none,own,1,skilled-employee,1,0,1,1,0
1,na,30,other_credits_existing,radio/television,6742,na,4<_<7_year,2,male:single,none,3,life_insurance,36,none,own,2,skilled-employee,1,0,1,1,0
1,little,18,existing_credits_paid_till_now,furniture/equipment,3650,little,<1_year,1,female:divorced/married,none,4,car_other,22,none,rent,1,skilled-employee,1,0,1,1,0
1,little,21,existing_credits_paid_till_now,furniture/equipment,3599,little,4<_<7_year,1,female:divorced/married,none,4,car_other,26,none,rent,1,unskilled-resident,1,0,1,1,0
1,na,60,other_credits_existing,car(new),13756,na,>7_year,2,male:single,none,4,unknown,63,bank,for_free,1,highly-qualified,1,1,1,0,0
1,moderate,9,existing_credits_paid_till_now,car(new),276,little,1<_<4_year,4,male:married,none,4,real_estate,22,none,rent,1,unskilled-resident,1,0,1,1,0
1,na,42,other_credits_existing,furniture/equipment,4041,quite_rich,1<_<4_year,4,male:single,none,4,real_estate,36,none,own,2,skilled-employee,1,1,1,0,0
1,moderate,9,existing_credits_paid_till_now,radio/television,458,little,1<_<4_year,4,male:single,none,3,real_estate,24,none,own,1,skilled-employee,1,0,1,1,0
0,moderate,9,existing_credits_paid_till_now,furniture/equipment,918,little,1<_<4_year,4,female:divorced/married,none,1,life_insurance,30,none,own,1,skilled-employee,1,0,1,1,0
1,na,24,existing_credits_paid_till_now,car(new),7393,little,1<_<4_year,1,male:single,none,4,life_insurance,43,none,own,1,unskilled-resident,2,0,1,1,0
1,rich,10,existing_credits_paid_till_now,domestic_appliances,1225,little,1<_<4_year,2,male:single,none,2,car_other,37,none,own,1,skilled-employee,1,1,1,0,0
1,little,24,existing_credits_paid_till_now,car(used),2812,na,>7_year,2,female:divorced/married,none,4,real_estate,26,none,rent,1,skilled-employee,1,0,1,1,0
1,na,15,existing_credits_paid_till_now,car(used),3029,little,4<_<7_year,2,male:single,none,2,car_other,33,none,own,1,skilled-employee,1,0,1,1,0
1,rich,12,other_credits_existing,car(new),1480,quite_rich,unemployed,2,male:single,none,4,unknown,66,bank,for_free,3,unemployed-non-resident,1,0,1,1,0
1,rich,6,other_credits_existing,education,1047,little,1<_<4_year,2,female:divorced/married,none,4,life_insurance,50,none,own,1,unskilled-resident,1,0,1,1,0
1,na,15,other_credits_existing,radio/television,1471,little,1<_<4_year,4,male:single,none,4,unknown,35,none,for_free,2,skilled-employee,1,1,1,0,0
1,na,24,existing_credits_paid_till_now,furniture/equipment,5511,moderate,1<_<4_year,4,male:single,none,1,car_other,25,stores,own,1,skilled-employee,1,0,1,1,0
1,moderate,9,existing_credits_paid_till_now,radio/television,1206,little,>7_year,4,female:divorced/married,none,4,real_estate,25,none,own,1,skilled-employee,1,0,1,1,0
1,moderate,24,delay_paying_in_past,radio/television,6403,little,<1_year,1,male:single,none,2,car_other,33,none,own,1,skilled-employee,1,0,1,1,0
1,na,12,existing_credits_paid_till_now,radio/television,707,little,1<_<4_year,4,male:single,none,2,real_estate,30,bank,own,2,skilled-employee,1,0,1,1,0
1,na,12,delay_paying_in_past,car(used),1503,little,1<_<4_year,4,male:married,none,4,real_estate,41,none,rent,1,skilled-employee,1,0,1,1,0
1,moderate,12,existing_credits_paid_till_now,car(new),6078,little,4<_<7_year,2,male:single,none,2,car_other,32,none,own,1,skilled-employee,1,0,1,1,0
1,moderate,27,existing_credits_paid_till_now,business,2528,little,<1_year,4,female:divorced/married,none,1,life_insurance,32,none,own,1,skilled-employee,2,1,1,0,0
1,moderate,12,existing_credits_paid_till_now,business,1037,moderate,4<_<7_year,3,male:single,none,4,real_estate,39,none,own,1,unskilled-resident,1,0,1,1,0
1,little,6,existing_credits_paid_till_now,car(used),1352,quite_rich,unemployed,1,female:divorced/married,none,2,life_insurance,23,none,rent,1,unemployed-non-resident,1,1,1,0,0
1,na,24,existing_credits_paid_till_now,radio/television,3181,little,<1_year,4,female:divorced/married,none,4,life_insurance,26,none,own,1,skilled-employee,1,1,1,0,0
1,na,18,existing_credits_paid_till_now,radio/television,4594,little,<1_year,3,male:single,none,2,car_other,32,none,own,1,skilled-employee,1,1,1,0,0
1,moderate,48,existing_credits_paid_till_now,others,5381,na,unemployed,3,male:single,none,4,unknown,40,bank,for_free,1,unemployed-non-resident,1,1,1,0,0
1,na,15,existing_credits_paid_till_now,car(used),4657,little,1<_<4_year,3,male:single,none,2,car_other,30,none,own,1,skilled-employee,1,1,1,0,0
1,moderate,9,existing_credits_paid_till_now,business,1391,little,1<_<4_year,2,male:married,none,1,real_estate,27,bank,own,1,skilled-employee,1,1,1,0,0
1,moderate,18,existing_credits_paid_till_now,business,1913,rich,<1_year,3,male:married,none,3,real_estate,36,bank,own,1,skilled-employee,1,1,1,0,0
1,na,42,existing_credits_paid_till_now,radio/television,7166,na,4<_<7_year,2,male:married,none,4,life_insurance,29,none,rent,1,skilled-employee,1,1,1,0,0
1,na,13,existing_credits_paid_till_now,radio/television,1409,moderate,unemployed,2,female:divorced/married,none,4,real_estate,64,none,own,1,skilled-employee,1,0,1,1,0
1,na,24,delay_paying_in_past,business,2978,na,1<_<4_year,4,male:single,none,4,real_estate,32,none,own,2,skilled-employee,2,1,1,0,0
1,na,12,other_credits_existing,radio/television,976,na,>7_year,4,male:single,none,4,car_other,35,none,own,2,skilled-employee,1,0,1,1,0
1,na,24,delay_paying_in_past,business,2375,quite_rich,1<_<4_year,4,male:single,none,2,car_other,44,none,own,2,skilled-employee,2,1,1,0,0
1,na,12,other_credits_existing,radio/television,522,quite_rich,>7_year,4,male:single,none,4,life_insurance,42,none,own,2,skilled-employee,2,1,1,0,0
1,na,28,other_credits_existing,radio/television,2743,little,>7_year,4,male:single,none,2,car_other,29,none,own,2,skilled-employee,1,0,1,1,0
1,na,11,other_credits_existing,radio/television,1154,moderate,unemployed,4,female:divorced/married,none,4,real_estate,57,none,own,3,unskilled-resident,1,0,1,1,0
1,na,24,other_credits_existing,car(used),5804,rich,1<_<4_year,4,male:single,none,2,real_estate,27,none,own,2,skilled-employee,1,0,1,1,0
1,na,18,other_credits_existing,radio/television,1169,na,1<_<4_year,4,male:single,none,3,life_insurance,29,none,own,2,skilled-employee,1,1,1,0,0
1,little,15,other_credits_existing,furniture/equipment,1478,little,>7_year,4,male:single,none,4,car_other,44,none,own,2,skilled-employee,2,1,1,0,0
1,na,12,existing_credits_paid_till_now,radio/television,776,little,1<_<4_year,4,male:married,none,2,real_estate,28,none,own,1,skilled-employee,1,0,1,1,0
1,moderate,11,other_credits_existing,car(new),1322,rich,1<_<4_year,4,female:divorced/married,none,4,car_other,40,none,own,2,skilled-employee,1,0,1,1,0
1,moderate,16,other_credits_existing,car(new),1175,little,unemployed,2,male:single,none,3,car_other,68,none,for_free,3,unemployed-non-resident,1,1,1,0,0
1,na,12,existing_credits_paid_till_now,car(new),2133,na,>7_year,4,female:divorced/married,none,4,unknown,52,none,for_free,1,highly-qualified,1,1,1,0,0
1,na,15,other_credits_existing,radio/television,1829,little,>7_year,4,male:single,none,4,car_other,46,none,own,2,skilled-employee,1,1,1,0,0
1,na,12,other_credits_existing,radio/television,717,little,>7_year,4,male:single,none,4,real_estate,52,none,own,3,skilled-employee,1,0,1,1,0
1,moderate,39,delay_paying_in_past,education,11760,moderate,4<_<7_year,2,male:single,none,3,unknown,32,none,rent,1,skilled-employee,1,1,1,0,0
0,moderate,9,other_credits_existing,education,1501,little,>7_year,2,female:divorced/married,none,3,car_other,34,none,own,2,highly-qualified,1,1,1,0,0
1,little,12,existing_credits_paid_till_now,education,1200,na,1<_<4_year,4,female:divorced/married,none,4,life_insurance,23,bank,rent,1,skilled-employee,1,1,1,0,0
1,moderate,9,existing_credits_paid_till_now,car(new),3195,na,1<_<4_year,1,female:divorced/married,none,2,real_estate,33,none,own,1,unskilled-resident,1,0,1,1,0
1,na,30,other_credits_existing,radio/television,4530,little,4<_<7_year,4,female:divorced/married,none,4,car_other,26,none,rent,1,highly-qualified,1,1,1,0,0
0,na,12,delay_paying_in_past,repairs,1555,rich,>7_year,4,male:single,none,4,unknown,55,none,for_free,2,skilled-employee,2,0,1,1,0
1,moderate,15,other_credits_existing,business,2326,quite_rich,1<_<4_year,2,male:single,none,4,car_other,27,bank,own,1,skilled-employee,1,0,1,1,0
1,moderate,18,other_credits_existing,business,1887,na,1<_<4_year,4,male:married,none,4,real_estate,28,bank,own,2,skilled-employee,1,0,1,1,0
1,na,12,other_credits_existing,business,1264,na,>7_year,4,male:single,none,4,unknown,57,none,rent,1,unskilled-resident,1,0,1,1,0
1,na,7,delay_paying_in_past,radio/television,846,na,>7_year,3,male:single,none,4,unknown,36,none,for_free,1,skilled-employee,1,0,1,1,0
1,na,15,other_credits_existing,education,1532,moderate,1<_<4_year,4,female:divorced/married,none,3,car_other,31,none,own,1,skilled-employee,1,0,1,1,0
1,na,6,delay_paying_in_past,radio/television,935,little,1<_<4_year,3,female:divorced/married,none,2,real_estate,24,none,own,1,skilled-employee,1,0,1,1,0
1,little,27,other_credits_existing,business,2442,little,>7_year,4,male:single,none,4,car_other,43,stores,own,4,highly-qualified,2,1,1,0,0
1,moderate,18,other_credits_existing,business,3590,little,unemployed,3,male:married,none,3,car_other,40,none,own,3,unemployed-non-resident,2,1,1,0,0
1,na,21,other_credits_existing,furniture/equipment,2288,little,<1_year,4,female:divorced/married,none,4,life_insurance,23,none,own,1,skilled-employee,1,1,1,0,0
1,na,27,delay_paying_in_past,business,5117,little,4<_<7_year,3,male:single,none,4,car_other,26,none,own,2,skilled-employee,1,0,1,1,0
1,little,39,other_credits_existing,furniture/equipment,14179,na,4<_<7_year,4,male:single,none,4,life_insurance,30,none,own,2,highly-qualified,1,1,1,0,0
1,na,15,existing_credits_paid_till_now,radio/television,1386,na,1<_<4_year,4,male:married,none,2,real_estate,40,none,rent,1,skilled-employee,1,1,1,0,0
1,na,12,other_credits_existing,radio/television,618,little,>7_year,4,male:single,none,4,real_estate,56,none,own,1,skilled-employee,1,0,1,1,0
1,na,12,existing_credits_paid_till_now,furniture/equipment,1574,little,1<_<4_year,4,male:single,none,2,real_estate,50,none,own,1,skilled-employee,1,0,1,1,0
1,na,6,other_credits_existing,radio/television,700,na,>7_year,4,male:single,none,4,unknown,36,none,for_free,2,skilled-employee,1,0,1,1,0
1,na,12,existing_credits_paid_till_now,radio/television,886,na,1<_<4_year,4,female:divorced/married,none,2,car_other,21,none,own,1,skilled-employee,1,0,1,1,0
1,na,36,existing_credits_paid_till_now,car(used),4686,little,1<_<4_year,2,male:single,none,2,unknown,32,none,for_free,1,highly-qualified,1,1,1,0,0
1,moderate,9,existing_credits_paid_till_now,radio/television,790,quite_rich,1<_<4_year,4,female:divorced/married,none,3,real_estate,66,none,own,1,unskilled-resident,1,0,1,1,0
0,moderate,12,existing_credits_paid_till_now,radio/television,766,quite_rich,1<_<4_year,4,male:single,none,3,real_estate,66,none,own,1,unskilled-resident,1,0,1,1,0
1,little,20,existing_credits_paid_till_now,furniture/equipment,2212,na,4<_<7_year,4,male:single,none,4,car_other,39,none,own,1,skilled-employee,1,1,1,0,0
1,moderate,10,existing_credits_paid_till_now,car(new),7308,little,unemployed,2,male:single,none,4,unknown,70,bank,for_free,1,highly-qualified,1,1,1,0,0
1,moderate,24,other_credits_existing,education,5743,little,<1_year,2,female:divorced/married,none,4,unknown,24,none,for_free,2,skilled-employee,1,1,1,0,0
1,little,14,existing_credits_paid_till_now,car(new),3973,little,unemployed,1,male:single,none,4,unknown,22,none,for_free,1,skilled-employee,1,0,1,1,0
1,moderate,60,delay_paying_in_past,radio/television,7418,na,1<_<4_year,1,male:single,none,1,real_estate,27,none,own,1,unskilled-resident,1,0,1,1,0
1,moderate,20,delay_paying_in_past,others,2629,little,1<_<4_year,2,male:single,none,3,car_other,29,bank,own,2,skilled-employee,1,1,1,0,0
1,moderate,18,existing_credits_paid_till_now,business,1941,rich,1<_<4_year,4,male:single,none,2,life_insurance,35,none,own,1,unskilled-resident,1,1,1,0,0
1,moderate,24,delay_paying_in_past,furniture/equipment,2333,na,<1_year,4,male:single,none,2,life_insurance,29,bank,own,1,unskilled-resident,1,0,1,1,0
1,na,12,existing_credits_paid_till_now,car(used),2445,na,<1_year,2,male:married,none,4,car_other,26,none,rent,1,skilled-employee,1,1,1,0,0
1,moderate,20,existing_credits_paid_till_now,car(used),6468,na,unemployed,1,male:divorced,none,4,real_estate,60,none,own,1,highly-qualified,1,1,1,0,0
1,moderate,18,other_credits_existing,furniture/equipment,7374,little,unemployed,4,male:single,none,4,life_insurance,40,stores,own,2,highly-qualified,1,1,1,0,0
1,na,15,existing_credits_paid_till_now,car(used),3812,moderate,<1_year,1,female:divorced/married,none,4,car_other,23,none,own,1,skilled-employee,1,1,1,0,0
0,little,28,existing_credits_paid_till_now,car(new),4006,little,1<_<4_year,3,male:single,none,2,car_other,45,none,own,1,unskilled-resident,1,0,1,1,0
1,moderate,12,existing_credits_paid_till_now,car(new),7472,na,unemployed,1,female:divorced/married,none,2,real_estate,24,none,rent,1,unemployed-non-resident,1,0,1,1,0
1,rich,12,existing_credits_paid_till_now,furniture/equipment,1424,na,>7_year,3,female:divorced/married,none,4,real_estate,55,none,own,1,highly-qualified,1,1,1,0,0
1,moderate,12,existing_credits_paid_till_now,car(used),2028,na,1<_<4_year,4,male:single,none,2,car_other,30,none,own,1,skilled-employee,1,0,1,1,0
1,na,15,existing_credits_paid_till_now,car(new),5324,quite_rich,>7_year,1,female:divorced/married,none,4,unknown,35,none,for_free,1,skilled-employee,1,0,1,1,0
1,moderate,36,existing_credits_paid_till_now,radio/television,2323,little,4<_<7_year,4,male:single,none,4,car_other,24,none,rent,1,skilled-employee,1,0,1,1,0
1,na,12,existing_credits_paid_till_now,education,1393,little,>7_year,4,male:single,none,4,life_insurance,47,bank,own,3,skilled-employee,2,1,1,0,0
1,na,18,existing_credits_paid_till_now,furniture/equipment,1984,little,1<_<4_year,4,male:single,none,4,unknown,47,bank,for_free,2,skilled-employee,1,0,1,1,0
1,na,24,existing_credits_paid_till_now,radio/television,999,na,>7_year,4,male:single,none,2,car_other,25,none,own,2,skilled-employee,1,0,1,1,0
1,na,36,existing_credits_paid_till_now,business,7409,na,>7_year,3,male:single,none,2,life_insurance,37,none,own,2,skilled-employee,1,0,1,1,0
1,na,15,existing_credits_paid_till_now,furniture/equipment,2186,na,4<_<7_year,1,female:divorced/married,none,4,real_estate,33,bank,rent,1,unskilled-resident,1,0,1,1,0
1,rich,36,existing_credits_paid_till_now,radio/television,4473,little,>7_year,4,male:single,none,2,car_other,31,none,own,1,skilled-employee,1,0,1,1,0
1,na,24,existing_credits_paid_till_now,retraining,937,little,<1_year,4,male:married,none,3,car_other,27,none,own,2,unskilled-resident,1,0,1,1,0
1,na,18,existing_credits_paid_till_now,furniture/equipment,3422,little,>7_year,4,male:single,none,4,life_insurance,47,bank,own,3,skilled-employee,2,1,1,0,0
1,na,24,existing_credits_paid_till_now,radio/television,3105,na,<1_year,4,male:single,none,2,car_other,25,none,own,2,skilled-employee,1,0,1,1,0
1,na,12,other_credits_existing,education,2748,little,>7_year,2,female:divorced/married,none,4,unknown,57,bank,for_free,3,unskilled-resident,1,0,1,1,0
1,moderate,18,existing_credits_paid_till_now,repairs,3872,little,unemployed,2,female:divorced/married,none,4,car_other,67,none,own,1,skilled-employee,1,1,1,0,0
1,na,27,existing_credits_paid_till_now,repairs,5190,na,>7_year,4,male:single,none,4,life_insurance,48,none,own,4,skilled-employee,2,1,1,0,0
1,moderate,18,existing_credits_paid_till_now,furniture/equipment,3001,little,4<_<7_year,2,female:divorced/married,none,4,real_estate,40,none,rent,1,skilled-employee,1,0,1,1,0
1,na,24,delay_paying_in_past,business,3863,little,1<_<4_year,1,male:single,none,2,unknown,32,none,for_free,1,skilled-employee,1,0,1,1,0
1,na,12,other_credits_existing,furniture/equipment,5801,na,>7_year,2,male:single,none,4,life_insurance,49,none,rent,1,skilled-employee,1,1,0,0,1
1,na,12,other_credits_existing,furniture/equipment,1592,rich,4<_<7_year,3,female:divorced/married,none,2,life_insurance,35,none,own,1,skilled-employee,1,0,1,1,0
1,na,12,other_credits_existing,business,1185,little,1<_<4_year,3,female:divorced/married,none,2,real_estate,27,none,own,2,skilled-employee,1,0,1,1,0
1,na,18,other_credits_existing,furniture/equipment,3780,little,<1_year,3,male:divorced,none,2,car_other,35,none,own,2,highly-qualified,1,1,1,0,0
1,moderate,18,other_credits_existing,furniture/equipment,3612,little,>7_year,3,female:divorced/married,none,4,life_insurance,37,none,own,1,skilled-employee,1,1,0,0,1
1,na,12,existing_credits_paid_till_now,business,1076,little,1<_<4_year,2,male:married,none,2,real_estate,26,none,own,1,skilled-employee,1,1,1,0,0
1,na,12,existing_credits_paid_till_now,car(new),3527,na,<1_year,2,male:single,none,3,life_insurance,45,none,own,1,highly-qualified,2,1,1,0,0
1,na,18,existing_credits_paid_till_now,radio/television,2051,little,<1_year,4,male:single,none,1,real_estate,33,none,own,1,skilled-employee,1,0,1,1,0
1,na,12,other_credits_existing,furniture/equipment,3331,little,>7_year,2,male:single,none,4,life_insurance,42,stores,own,1,skilled-employee,1,0,1,1,0
1,little,18,no_credits_taken,business,3104,little,4<_<7_year,3,male:single,none,1,life_insurance,31,bank,own,1,skilled-employee,1,1,1,0,0
1,na,24,other_credits_existing,radio/television,2611,little,>7_year,4,male:married,co-applicant,3,real_estate,46,none,own,2,skilled-employee,1,0,1,1,0
1,little,12,other_credits_existing,car(used),1409,little,>7_year,4,male:single,none,3,real_estate,54,none,own,1,skilled-employee,1,0,1,1,0
1,na,24,existing_credits_paid_till_now,radio/television,1311,moderate,4<_<7_year,4,male:married,none,3,life_insurance,26,none,own,1,skilled-employee,1,1,1,0,0
1,na,6,existing_credits_paid_till_now,radio/television,2108,little,4<_<7_year,2,male:married,none,2,real_estate,29,none,rent,1,skilled-employee,1,0,1,1,0
1,na,24,other_credits_existing,car(used),4042,na,4<_<7_year,3,male:single,none,4,life_insurance,43,none,own,2,skilled-employee,1,1,1,0,0
1,na,12,other_credits_existing,car(new),926,little,unemployed,1,female:divorced/married,none,2,life_insurance,38,none,own,1,unemployed-non-resident,1,0,1,1,0
1,little,12,existing_credits_paid_till_now,radio/television,1680,quite_rich,>7_year,3,male:married,none,1,real_estate,35,none,own,1,skilled-employee,1,0,1,1,0
1,na,24,existing_credits_paid_till_now,car(new),1249,little,<1_year,4,male:married,none,2,real_estate,28,none,own,1,skilled-employee,1,0,1,1,0
1,na,24,other_credits_existing,car(new),2463,moderate,4<_<7_year,4,male:married,none,3,life_insurance,27,none,own,2,skilled-employee,1,1,1,0,0
1,na,6,existing_credits_paid_till_now,radio/television,1595,little,4<_<7_year,3,male:single,none,2,life_insurance,51,none,own,1,skilled-employee,2,0,1,1,0
1,na,24,other_credits_existing,repairs,2058,little,1<_<4_year,4,male:divorced,none,2,real_estate,33,none,own,2,skilled-employee,1,1,1,0,0
1,na,24,existing_credits_paid_till_now,car(used),7814,little,4<_<7_year,3,male:single,none,3,car_other,38,none,own,1,highly-qualified,1,1,1,0,0
1,na,6,other_credits_existing,radio/television,1740,little,>7_year,2,male:married,none,2,real_estate,30,none,rent,2,skilled-employee,1,0,1,1,0
1,na,12,other_credits_existing,radio/television,1240,na,>7_year,4,female:divorced/married,none,2,real_estate,38,none,own,2,skilled-employee,1,1,1,0,0
1,na,24,other_credits_existing,car(used),6842,na,1<_<4_year,2,male:single,none,4,life_insurance,46,none,own,2,highly-qualified,2,1,1,0,0
1,na,24,other_credits_existing,furniture/equipment,5150,little,>7_year,4,male:single,none,4,car_other,33,none,own,1,skilled-employee,1,1,1,0,0
1,little,6,existing_credits_paid_till_now,car(new),1203,moderate,>7_year,3,male:single,none,2,life_insurance,43,none,own,1,skilled-employee,1,1,1,0,0
1,na,6,other_credits_existing,car(new),2080,quite_rich,1<_<4_year,1,male:married,none,2,car_other,24,none,own,1,skilled-employee,1,0,1,1,0
1,na,6,existing_credits_paid_till_now,education,1538,little,<1_year,1,female:divorced/married,none,2,unknown,56,none,own,1,skilled-employee,1,0,1,1,0
1,moderate,24,other_credits_existing,car(new),3878,moderate,<1_year,4,male:divorced,none,2,car_other,37,none,own,1,skilled-employee,1,1,1,0,0
1,moderate,30,existing_credits_paid_till_now,furniture/equipment,3832,little,<1_year,2,male:married,none,1,life_insurance,22,none,own,1,skilled-employee,1,0,1,1,0
1,na,15,existing_credits_paid_till_now,car(new),3186,rich,4<_<7_year,2,female:divorced/married,none,3,car_other,20,none,rent,1,skilled-employee,1,0,1,1,0
1,moderate,24,existing_credits_paid_till_now,radio/television,2896,moderate,<1_year,2,male:single,none,1,car_other,29,none,own,1,skilled-employee,1,0,1,1,0
1,moderate,24,delay_paying_in_past,business,6967,moderate,4<_<7_year,4,male:single,none,4,car_other,36,none,rent,1,highly-qualified,1,1,1,0,0
0,na,36,existing_credits_paid_till_now,education,1819,little,1<_<4_year,4,male:single,none,4,unknown,37,stores,for_free,1,skilled-employee,1,1,1,0,0
0,na,24,existing_credits_paid_till_now,radio/television,5943,na,<1_year,1,female:divorced/married,none,1,car_other,44,none,own,2,skilled-employee,1,1,1,0,0
0,na,36,other_credits_existing,furniture/equipment,7127,little,<1_year,2,female:divorced/married,none,4,life_insurance,23,none,rent,2,skilled-employee,1,1,1,0,0
0,na,36,existing_credits_paid_till_now,furniture/equipment,3349,little,1<_<4_year,4,female:divorced/married,none,2,car_other,28,none,own,1,highly-qualified,1,1,1,0,0
0,na,36,existing_credits_paid_till_now,furniture/equipment,10974,little,unemployed,4,female:divorced/married,none,2,car_other,26,none,own,2,highly-qualified,1,1,1,0,0
1,na,6,existing_credits_paid_till_now,radio/television,518,little,1<_<4_year,3,female:divorced/married,none,1,real_estate,29,none,own,1,skilled-employee,1,0,1,1,0
1,na,18,existing_credits_paid_till_now,radio/television,1126,na,<1_year,4,female:divorced/married,none,2,real_estate,21,none,rent,1,skilled-employee,1,1,1,0,0
1,moderate,12,other_credits_existing,car(used),1860,little,unemployed,4,male:single,none,2,car_other,34,none,own,2,highly-qualified,1,1,1,0,0
1,na,36,other_credits_existing,radio/television,9566,little,1<_<4_year,2,female:divorced/married,none,2,car_other,31,stores,own,2,skilled-employee,1,0,1,1,0
1,little,12,existing_credits_paid_till_now,radio/television,701,little,1<_<4_year,4,male:married,none,2,real_estate,40,none,own,1,unskilled-resident,1,0,1,1,0
1,moderate,12,existing_credits_paid_till_now,radio/television,2930,little,4<_<7_year,2,female:divorced/married,none,1,real_estate,27,none,own,1,skilled-employee,1,0,1,1,0
1,na,18,existing_credits_paid_till_now,radio/television,1505,little,1<_<4_year,4,male:single,none,2,unknown,32,none,for_free,1,highly-qualified,1,1,1,0,0
1,na,18,other_credits_existing,radio/television,2238,little,1<_<4_year,2,female:divorced/married,none,1,car_other,25,none,own,2,skilled-employee,1,0,1,1,0
1,na,4,other_credits_existing,radio/television,1503,little,4<_<7_year,2,male:single,none,1,real_estate,42,none,own,2,unskilled-resident,2,0,1,1,0
1,na,24,other_credits_existing,car(used),2197,na,4<_<7_year,4,male:single,none,4,car_other,43,none,own,2,skilled-employee,2,1,1,0,0
1,rich,12,existing_credits_paid_till_now,radio/television,1881,little,1<_<4_year,2,female:divorced/married,none,2,car_other,44,none,rent,1,unskilled-resident,1,1,1,0,0
1,little,18,other_credits_existing,radio/television,1880,little,4<_<7_year,4,male:married,none,1,life_insurance,32,none,own,2,highly-qualified,1,1,1,0,0
1,little,18,existing_credits_paid_till_now,radio/television,2389,little,<1_year,4,female:divorced/married,none,1,car_other,27,stores,own,1,skilled-employee,1,0,1,1,0
1,moderate,24,existing_credits_paid_till_now,radio/television,1967,little,>7_year,4,female:divorced/married,none,4,car_other,20,none,own,1,skilled-employee,1,1,1,0,0
1,na,4,other_credits_existing,car(new),3380,little,4<_<7_year,1,female:divorced/married,none,1,real_estate,37,none,own,1,skilled-employee,2,0,1,1,0
1,na,4,other_credits_existing,car(new),1455,little,4<_<7_year,2,male:single,none,1,real_estate,42,none,own,3,unskilled-resident,2,0,1,1,0
1,na,7,other_credits_existing,radio/television,730,na,>7_year,4,male:single,none,2,life_insurance,46,none,rent,2,unskilled-resident,1,1,1,0,0
1,moderate,18,no_credits_taken,furniture/equipment,3244,little,1<_<4_year,1,female:divorced/married,none,4,car_other,33,bank,own,2,skilled-employee,1,1,1,0,0
0,moderate,9,existing_credits_paid_till_now,radio/television,1670,little,<1_year,4,female:divorced/married,none,2,car_other,22,none,own,1,skilled-employee,1,1,1,0,0
1,moderate,48,existing_credits_paid_till_now,radio/television,3979,na,4<_<7_year,4,male:single,none,1,car_other,41,none,own,2,skilled-employee,2,1,1,0,0
0,moderate,12,existing_credits_paid_till_now,furniture/equipment,1922,little,1<_<4_year,4,male:single,none,2,life_insurance,37,none,own,1,unskilled-resident,1,0,1,1,0
1,moderate,18,other_credits_existing,furniture/equipment,1295,little,<1_year,4,female:divorced/married,none,1,life_insurance,27,none,own,2,skilled-employee,1,0,1,1,0
