age,workclass,education,maritalStatus,occupation,relationship,race,gender,capitalGain,capitalLoss,hoursPerWeek,nativeCountry,income
61,private,dropout,married,blueCollar,husband,Black,Male,0,0,40,USA,0
61,fedGov,hs_grad,married,other,husband,White,Male,9386,0,40,USA,1
39,private,bachelors,married,whiteCollar,notInFamily,White,Male,0,0,45,USA,1
30,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
61,private,hs_grad,married,other,unmarried,Black,Female,0,0,40,USA,0
36,private,associates,married,sales,wife,White,Female,0,0,15,USA,0
34,private,hs_grad,married,blueCollar,husband,White,Male,0,0,50,USA,0
53,private,masters_doctorate,married,professional,husband,AsianPacIslander,Male,4386,0,40,notUSA,1
38,private,associates,married,other,wife,White,Female,0,0,36,USA,1
46,private,bachelors,married,whiteCollar,husband,White,Male,7298,0,50,USA,1
27,otherGov,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
32,selfEmployed,dropout,married,blueCollar,unmarried,White,Female,0,0,40,notUSA,0
60,otherGov,bachelors,married,professional,unmarried,White,Female,0,0,60,USA,1
23,private,bachelors,single,whiteCollar,ownChild,White,Male,0,0,40,USA,0
29,private,bachelors,single,professional,unmarried,White,Female,14344,0,50,USA,1
22,private,hs_grad,single,blueCollar,ownChild,White,Male,0,0,50,USA,0
25,private,hs_grad,single,sales,ownChild,White,Male,0,0,35,USA,0
29,private,bachelors,married,blueCollar,husband,White,Male,0,0,48,USA,0
90,fedGov,hs_grad,married,blueCollar,husband,White,Male,0,0,30,USA,0
37,otherGov,hs_grad,married,other,unmarried,White,Female,0,0,40,USA,0
32,private,hs_grad,single,blueCollar,ownChild,Black,Male,0,0,38,USA,0
18,private,hs_grad,married,other,ownChild,Black,Male,0,0,40,notUSA,0
35,private,hs_grad,single,other,notInFamily,White,Female,0,0,65,USA,0
50,private,dropout,married,blueCollar,husband,White,Male,2885,0,40,USA,0
54,private,hs_grad,married,blueCollar,husband,White,Male,5178,0,40,USA,1
43,private,bachelors,married,whiteCollar,husband,White,Male,0,0,45,USA,1
28,selfEmployed,hs_grad,single,whiteCollar,notInFamily,White,Male,0,0,65,USA,1
51,private,dropout,married,blueCollar,husband,White,Male,0,0,40,notUSA,0
31,private,hs_grad,single,blueCollar,unmarried,White,Male,0,0,42,notUSA,0
69,private,hs_grad,married,blueCollar,unmarried,Black,Female,2387,0,40,USA,0
57,private,bachelors,married,whiteCollar,husband,White,Male,0,0,40,USA,1
28,private,dropout,married,blueCollar,ownChild,White,Female,0,0,40,USA,0
25,private,hs_grad,single,blueCollar,ownChild,White,Male,0,0,95,USA,0
49,selfEmployed,associates,married,blueCollar,husband,White,Male,0,0,30,notUSA,0
52,private,dropout,married,blueCollar,husband,White,Male,0,0,40,USA,0
32,private,dropout,married,blueCollar,otherRelative,White,Male,0,0,40,notUSA,0
31,private,hs_grad,single,sales,notInFamily,AsianPacIslander,Female,0,0,50,USA,0
30,private,hs_grad,single,blueCollar,ownChild,White,Male,0,0,50,USA,0
24,private,hs_grad,married,blueCollar,husband,White,Male,0,0,60,USA,0
45,private,associates,married,blueCollar,husband,White,Male,0,0,66,notUSA,0
30,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
52,private,bachelors,married,whiteCollar,husband,White,Male,15024,0,55,USA,1
42,otherGov,hs_grad,married,other,notInFamily,Black,Female,0,0,25,USA,0
49,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
20,private,hs_grad,single,other,ownChild,White,Male,0,0,30,USA,0
25,private,bachelors,single,other,ownChild,White,Female,0,0,40,USA,0
41,private,dropout,married,other,husband,White,Male,0,0,55,notUSA,0
55,private,hs_grad,married,sales,unmarried,Black,Female,0,0,40,USA,0
31,selfEmployed,associates,married,whiteCollar,husband,White,Male,3137,0,50,USA,0
25,otherGov,bachelors,single,other,notInFamily,Black,Female,0,0,40,USA,0
32,private,hs_grad,married,whiteCollar,husband,White,Male,0,0,40,USA,0
29,fedGov,hs_grad,single,other,otherRelative,White,Male,0,0,40,USA,0
52,private,dropout,married,other,notInFamily,White,Female,0,0,40,USA,0
19,private,hs_grad,single,other,ownChild,White,Female,0,0,15,USA,0
43,private,associates,married,blueCollar,notInFamily,White,Male,0,0,40,USA,0
40,selfEmployed,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,1
54,private,dropout,married,other,otherRelative,White,Female,0,0,40,notUSA,0
35,private,bachelors,married,sales,notInFamily,White,Male,0,0,40,USA,0
34,private,associates,single,other,notInFamily,White,Female,0,1974,40,USA,0
35,private,hs_grad,married,professional,husband,White,Male,0,0,40,USA,1
57,private,masters_doctorate,married,professional,husband,AsianPacIslander,Male,0,0,40,notUSA,1
26,private,bachelors,single,other,otherRelative,White,Female,0,0,40,USA,0
55,selfEmployed,bachelors,married,sales,unmarried,White,Female,0,0,15,USA,0
51,private,bachelors,married,other,unmarried,White,Female,0,0,40,USA,0
35,private,associates,single,blueCollar,notInFamily,Black,Male,0,0,30,notUSA,0
31,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
17,private,dropout,single,other,ownChild,White,Female,0,0,8,USA,0
38,private,hs_grad,married,blueCollar,wife,White,Female,0,0,40,USA,0
39,fedGov,prof_school,married,professional,husband,White,Male,0,1887,50,USA,1
29,private,hs_grad,married,blueCollar,husband,White,Male,0,0,45,USA,0
39,private,associates,married,sales,unmarried,White,Female,0,0,40,USA,0
42,private,hs_grad,married,professional,husband,White,Male,0,0,40,USA,1
46,otherGov,masters_doctorate,married,whiteCollar,husband,White,Male,0,0,50,USA,1
73,private,dropout,married,blueCollar,husband,White,Male,0,0,25,USA,0
47,otherGov,hs_grad,married,professional,notInFamily,White,Female,0,1876,40,USA,0
28,private,hs_grad,single,sales,unmarried,White,Female,0,0,70,USA,0
27,private,dropout,single,sales,otherRelative,White,Male,0,1980,40,USA,0
38,private,prof_school,single,whiteCollar,notInFamily,White,Male,0,0,40,USA,1
19,private,hs_grad,single,sales,notInFamily,White,Male,0,0,35,USA,0
60,otherGov,associates,married,professional,unmarried,White,Male,0,0,40,USA,1
24,private,hs_grad,single,blueCollar,notInFamily,White,Male,0,0,40,USA,0
52,private,dropout,married,blueCollar,husband,White,Male,0,0,40,USA,0
36,private,bachelors,married,whiteCollar,notInFamily,White,Female,0,0,45,USA,0
26,otherGov,masters_doctorate,single,professional,notInFamily,White,Female,0,0,40,notUSA,0
28,otherGov,bachelors,single,professional,ownChild,White,Male,0,0,16,USA,0
38,selfEmployed,bachelors,married,blueCollar,husband,White,Male,0,0,50,USA,1
47,private,masters_doctorate,married,whiteCollar,husband,White,Male,0,0,50,USA,1
50,private,bachelors,married,whiteCollar,unmarried,White,Female,0,0,40,USA,1
27,private,hs_grad,married,sales,husband,White,Male,0,0,40,USA,0
47,private,hs_grad,married,professional,unmarried,White,Female,0,0,40,USA,0
36,private,dropout,married,blueCollar,ownChild,White,Female,3464,0,40,USA,0
49,private,hs_grad,married,blueCollar,notInFamily,Black,Male,0,0,40,USA,0
63,private,hs_grad,married,whiteCollar,notInFamily,White,Female,0,0,40,USA,0
36,private,hs_grad,married,blueCollar,husband,White,Male,0,0,70,USA,1
42,private,hs_grad,married,other,unmarried,White,Female,0,0,35,USA,0
28,private,masters_doctorate,single,whiteCollar,notInFamily,Black,Female,0,0,45,USA,0
38,private,hs_grad,married,other,wife,White,Female,0,0,22,USA,0
43,private,bachelors,married,professional,husband,White,Male,0,1902,40,USA,1
49,private,hs_grad,married,professional,husband,White,Male,0,0,40,USA,1
59,private,hs_grad,married,blueCollar,notInFamily,White,Female,0,0,40,USA,0
25,private,bachelors,married,sales,husband,White,Male,0,0,40,USA,1
26,private,associates,single,professional,notInFamily,White,Female,0,0,36,USA,0
59,private,hs_grad,married,professional,notInFamily,White,Female,0,0,48,USA,0
34,private,hs_grad,married,blueCollar,husband,White,Male,0,0,45,USA,0
34,private,masters_doctorate,married,professional,husband,AsianPacIslander,Male,0,0,43,notUSA,1
67,private,hs_grad,married,other,notInFamily,White,Female,0,0,24,USA,0
45,private,associates,married,whiteCollar,notInFamily,White,Female,0,0,44,USA,0
64,private,dropout,married,blueCollar,husband,Black,Male,0,0,40,USA,0
51,private,masters_doctorate,married,professional,husband,White,Male,0,0,38,notUSA,1
31,private,bachelors,married,sales,husband,White,Male,0,0,55,USA,1
42,selfEmployed,bachelors,married,whiteCollar,husband,White,Male,0,0,45,USA,1
65,private,dropout,married,other,husband,AsianPacIslander,Male,0,0,40,USA,0
23,private,hs_grad,single,other,notInFamily,White,Male,0,0,20,USA,0
31,private,hs_grad,married,blueCollar,husband,White,Male,0,0,45,USA,0
33,private,dropout,married,blueCollar,notInFamily,White,Female,0,0,40,USA,0
17,otherGov,dropout,single,blueCollar,ownChild,White,Male,0,0,35,USA,0
63,private,masters_doctorate,married,blueCollar,husband,White,Male,0,0,46,USA,0
48,private,hs_grad,married,blueCollar,husband,White,Male,0,0,60,USA,1
45,otherGov,associates,married,blueCollar,husband,White,Male,0,0,40,USA,0
17,private,dropout,single,blueCollar,ownChild,White,Male,0,0,10,USA,0
26,otherGov,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
38,fedGov,hs_grad,married,other,unmarried,Black,Female,0,0,40,USA,0
29,private,hs_grad,married,whiteCollar,wife,White,Female,0,0,40,notUSA,0
44,private,hs_grad,married,other,unmarried,White,Female,0,0,32,USA,0
43,fedGov,masters_doctorate,married,blueCollar,husband,White,Male,0,0,40,USA,0
39,otherGov,bachelors,married,whiteCollar,husband,White,Male,0,0,40,USA,0
43,private,hs_grad,single,other,notInFamily,Black,Male,0,0,40,notUSA,0
23,private,hs_grad,single,other,unmarried,White,Female,0,0,45,USA,0
19,private,hs_grad,single,other,ownChild,AsianPacIslander,Female,0,0,40,USA,0
49,selfEmployed,dropout,married,blueCollar,husband,White,Male,0,0,40,notUSA,0
52,private,hs_grad,married,blueCollar,husband,White,Male,5013,0,40,USA,0
32,private,hs_grad,married,blueCollar,husband,White,Male,0,0,50,USA,0
38,private,bachelors,married,blueCollar,husband,White,Male,4508,0,40,USA,0
44,private,hs_grad,married,blueCollar,ownChild,White,Male,0,0,40,USA,0
63,private,dropout,married,sales,husband,White,Male,0,0,40,USA,0
21,private,hs_grad,single,sales,ownChild,White,Male,0,0,40,notUSA,0
32,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
24,selfEmployed,hs_grad,married,other,unmarried,White,Female,0,0,50,USA,0
50,otherGov,hs_grad,married,blueCollar,husband,White,Male,0,0,40,notUSA,0
26,selfEmployed,bachelors,married,sales,husband,White,Male,0,0,80,USA,1
35,private,hs_grad,married,whiteCollar,husband,White,Male,0,0,35,USA,0
31,private,bachelors,married,blueCollar,husband,White,Male,0,0,44,USA,1
24,private,dropout,single,blueCollar,notInFamily,Other,Male,0,0,66,notUSA,0
40,private,hs_grad,married,blueCollar,husband,White,Male,0,0,56,USA,0
31,private,bachelors,single,whiteCollar,notInFamily,White,Male,0,0,55,USA,0
43,private,hs_grad,single,blueCollar,ownChild,White,Male,0,0,40,notUSA,0
44,private,hs_grad,married,sales,husband,White,Male,0,0,35,USA,1
40,private,bachelors,single,professional,otherRelative,White,Female,0,0,40,USA,0
52,otherGov,hs_grad,married,other,husband,White,Male,3137,0,42,USA,0
51,selfEmployed,dropout,married,blueCollar,husband,White,Male,0,0,40,USA,0
39,otherGov,bachelors,married,professional,husband,White,Male,0,0,40,USA,0
40,private,associates,married,sales,husband,White,Male,7688,0,50,USA,1
40,selfEmployed,hs_grad,single,blueCollar,notInFamily,White,Male,0,0,35,USA,0
33,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
38,otherGov,hs_grad,married,other,husband,White,Male,0,0,60,USA,1
29,private,associates,married,blueCollar,unmarried,White,Male,0,0,50,USA,0
37,private,hs_grad,married,other,notInFamily,Black,Female,0,0,37,USA,0
37,private,hs_grad,married,blueCollar,husband,White,Male,15024,0,45,USA,1
19,private,hs_grad,single,blueCollar,ownChild,White,Male,0,0,40,USA,0
46,otherGov,hs_grad,married,blueCollar,husband,Black,Male,0,0,40,USA,0
46,private,associates,married,whiteCollar,husband,White,Male,0,0,40,USA,1
37,private,hs_grad,single,other,ownChild,Black,Male,0,0,30,USA,0
38,private,hs_grad,married,other,unmarried,White,Female,0,0,43,USA,0
26,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
34,private,bachelors,single,other,notInFamily,White,Female,0,0,35,USA,0
57,private,bachelors,married,professional,husband,White,Male,0,0,40,USA,0
33,private,dropout,single,blueCollar,notInFamily,White,Male,0,0,65,USA,0
26,otherGov,hs_grad,single,other,ownChild,White,Male,0,0,40,USA,0
20,private,hs_grad,single,sales,notInFamily,White,Female,0,0,84,USA,0
38,private,bachelors,married,professional,husband,White,Male,7298,0,60,USA,1
61,private,hs_grad,married,other,husband,White,Male,0,0,6,USA,0
17,private,hs_grad,single,blueCollar,ownChild,White,Male,0,0,16,USA,0
40,private,hs_grad,married,blueCollar,husband,Other,Male,0,0,40,USA,1
18,private,dropout,single,other,ownChild,White,Male,0,0,16,USA,0
21,private,associates,single,sales,ownChild,White,Female,0,0,32,USA,0
41,private,hs_grad,single,other,ownChild,White,Male,0,0,40,notUSA,0
46,private,dropout,married,blueCollar,notInFamily,White,Female,0,0,40,USA,0
55,fedGov,hs_grad,married,whiteCollar,husband,White,Male,0,0,40,USA,0
27,private,associates,single,sales,notInFamily,White,Male,0,0,52,USA,0
39,private,hs_grad,married,other,husband,White,Male,0,0,42,USA,0
36,private,hs_grad,single,blueCollar,ownChild,Black,Male,0,0,48,USA,0
51,private,hs_grad,married,blueCollar,husband,White,Male,3908,0,40,USA,0
27,private,bachelors,single,sales,notInFamily,White,Male,0,0,40,USA,0
30,otherGov,bachelors,married,professional,husband,White,Male,0,0,40,USA,1
42,private,hs_grad,married,sales,notInFamily,White,Male,0,0,47,USA,0
23,private,bachelors,single,other,ownChild,White,Female,0,0,20,USA,0
56,private,associates,married,whiteCollar,husband,White,Male,15024,0,40,USA,1
41,selfEmployed,hs_grad,married,blueCollar,husband,White,Male,0,0,50,USA,0
49,private,hs_grad,married,blueCollar,husband,White,Male,0,0,46,USA,0
46,fedGov,associates,married,blueCollar,notInFamily,AmerIndianEskimo,Female,0,0,60,USA,0
54,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,notUSA,0
38,private,hs_grad,married,blueCollar,husband,White,Male,7298,0,43,USA,1
45,selfEmployed,prof_school,married,professional,husband,AsianPacIslander,Male,0,0,50,notUSA,1
50,selfEmployed,prof_school,married,professional,husband,White,Male,0,2415,30,USA,1
22,private,hs_grad,single,sales,notInFamily,White,Female,0,0,40,USA,0
31,private,hs_grad,single,blueCollar,notInFamily,White,Male,0,0,40,notUSA,0
27,private,hs_grad,married,other,notInFamily,White,Male,0,0,30,USA,0
34,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
46,private,dropout,single,blueCollar,ownChild,White,Male,0,0,30,USA,0
47,private,bachelors,married,sales,husband,White,Male,0,0,60,USA,1
36,otherGov,associates,married,other,husband,AsianPacIslander,Male,0,0,40,USA,0
22,private,hs_grad,single,blueCollar,ownChild,White,Male,0,0,40,USA,0
51,private,hs_grad,married,sales,husband,White,Male,0,2002,45,USA,0
43,private,hs_grad,married,other,notInFamily,White,Male,0,0,30,USA,0
54,private,hs_grad,married,professional,notInFamily,White,Male,0,0,50,USA,0
24,private,dropout,single,blueCollar,ownChild,Black,Female,0,0,40,notUSA,0
29,private,prof_school,single,professional,notInFamily,AsianPacIslander,Male,0,0,55,USA,0
40,otherGov,hs_grad,married,other,unmarried,White,Female,0,0,38,USA,0
18,private,dropout,single,other,ownChild,White,Male,0,0,20,USA,0
31,private,bachelors,single,other,notInFamily,White,Male,0,0,50,USA,0
57,private,masters_doctorate,married,other,husband,White,Male,0,1977,40,notUSA,1
32,private,masters_doctorate,single,other,notInFamily,Black,Female,0,0,40,USA,0
48,private,masters_doctorate,married,whiteCollar,husband,White,Male,0,0,40,USA,1
24,private,hs_grad,married,blueCollar,husband,White,Male,0,0,35,USA,0
24,private,associates,married,other,notInFamily,White,Female,0,0,22,USA,0
24,private,associates,married,blueCollar,husband,White,Male,0,0,40,notUSA,0
49,otherGov,bachelors,married,professional,wife,White,Female,7688,0,30,USA,1
27,selfEmployed,hs_grad,married,blueCollar,husband,White,Male,0,1573,70,USA,0
37,private,hs_grad,married,other,unmarried,White,Female,0,0,40,USA,0
33,private,hs_grad,married,blueCollar,husband,White,Male,0,0,60,USA,1
19,private,hs_grad,single,sales,ownChild,White,Male,0,0,25,USA,0
45,private,bachelors,married,whiteCollar,wife,White,Female,0,0,40,USA,1
54,otherGov,masters_doctorate,married,professional,notInFamily,White,Female,0,0,40,USA,0
47,private,hs_grad,married,blueCollar,unmarried,White,Male,0,625,40,USA,0
22,private,hs_grad,married,sales,ownChild,Other,Female,0,0,22,notUSA,0
20,private,hs_grad,single,other,notInFamily,White,Male,0,0,40,USA,0
36,private,dropout,married,blueCollar,husband,White,Male,0,0,40,USA,0
58,selfEmployed,dropout,married,blueCollar,husband,White,Male,0,0,40,USA,1
34,selfEmployed,bachelors,married,sales,unmarried,White,Female,0,0,40,USA,0
36,private,masters_doctorate,married,professional,wife,White,Female,0,1977,44,USA,1
28,otherGov,bachelors,single,other,notInFamily,Black,Female,4101,0,60,USA,0
38,otherGov,associates,married,whiteCollar,ownChild,White,Male,0,0,40,USA,0
32,private,dropout,single,blueCollar,notInFamily,AsianPacIslander,Male,0,0,40,notUSA,0
35,selfEmployed,hs_grad,married,whiteCollar,husband,White,Male,0,0,60,USA,0
51,selfEmployed,associates,married,sales,husband,White,Male,0,0,60,USA,0
33,private,hs_grad,single,whiteCollar,notInFamily,White,Male,0,0,45,USA,0
71,private,masters_doctorate,married,professional,notInFamily,White,Female,0,0,15,notUSA,0
48,private,masters_doctorate,married,professional,husband,White,Male,0,0,40,USA,1
53,selfEmployed,hs_grad,married,sales,husband,White,Male,0,0,50,USA,0
40,private,associates,married,other,husband,White,Male,0,0,40,USA,1
64,selfEmployed,hs_grad,married,sales,husband,White,Male,0,0,5,USA,0
42,fedGov,hs_grad,married,other,husband,White,Male,0,0,48,USA,1
25,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,1
66,private,hs_grad,married,sales,unmarried,White,Female,0,0,50,USA,1
42,selfEmployed,hs_grad,married,whiteCollar,husband,White,Male,0,0,55,USA,1
24,private,hs_grad,single,blueCollar,unmarried,White,Male,0,0,40,USA,0
19,private,hs_grad,single,blueCollar,ownChild,White,Female,0,0,25,USA,0
26,private,hs_grad,single,sales,ownChild,White,Female,0,0,24,USA,0
22,private,hs_grad,single,other,ownChild,Black,Male,0,0,30,USA,0
33,private,hs_grad,married,sales,husband,White,Male,0,0,40,USA,0
63,private,dropout,single,blueCollar,notInFamily,White,Male,0,0,12,USA,0
20,private,hs_grad,single,blueCollar,notInFamily,White,Male,0,0,30,USA,0
33,private,dropout,married,blueCollar,notInFamily,White,Male,0,0,40,notUSA,0
56,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
70,selfEmployed,associates,married,blueCollar,husband,White,Male,0,0,24,USA,1
42,private,hs_grad,married,other,husband,White,Male,0,0,40,USA,1
25,otherGov,bachelors,single,professional,notInFamily,Black,Female,0,0,40,USA,0
28,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,1
80,selfEmployed,hs_grad,married,other,husband,White,Male,1409,0,40,USA,0
36,private,dropout,single,blueCollar,notInFamily,Black,Female,0,0,40,USA,0
37,private,masters_doctorate,married,whiteCollar,husband,White,Male,0,0,40,USA,1
38,private,hs_grad,married,other,husband,White,Male,0,0,60,USA,1
52,otherGov,hs_grad,married,other,notInFamily,White,Female,0,0,35,USA,0
49,private,hs_grad,married,other,unmarried,White,Female,0,0,40,USA,0
30,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
36,private,hs_grad,married,sales,husband,Black,Male,7688,0,50,USA,1
70,selfEmployed,prof_school,married,professional,husband,White,Male,0,0,35,USA,1
55,private,hs_grad,married,blueCollar,notInFamily,White,Male,0,2258,62,USA,1
25,private,bachelors,married,whiteCollar,notInFamily,White,Female,0,0,40,USA,0
59,private,hs_grad,married,blueCollar,wife,White,Female,0,0,40,notUSA,1
22,private,hs_grad,single,blueCollar,notInFamily,White,Male,0,0,40,USA,0
41,otherGov,associates,married,blueCollar,notInFamily,White,Male,0,0,50,USA,0
62,private,hs_grad,married,whiteCollar,husband,White,Male,0,0,45,USA,1
54,private,hs_grad,single,other,otherRelative,White,Female,0,0,40,USA,0
38,private,hs_grad,single,other,unmarried,Black,Female,0,0,40,USA,0
52,private,hs_grad,married,professional,husband,White,Male,7688,0,40,USA,1
36,private,dropout,married,blueCollar,husband,White,Male,0,0,40,USA,0
74,selfEmployed,hs_grad,married,whiteCollar,husband,White,Male,0,0,30,USA,1
35,selfEmployed,dropout,married,other,wife,White,Female,0,0,15,notUSA,0
41,private,dropout,married,other,notInFamily,AmerIndianEskimo,Male,0,0,40,USA,0
30,private,associates,married,other,wife,White,Female,0,0,40,USA,0
25,private,hs_grad,married,blueCollar,husband,White,Male,0,0,48,USA,0
35,private,hs_grad,single,whiteCollar,notInFamily,White,Male,13550,0,60,USA,1
38,private,bachelors,married,whiteCollar,husband,White,Male,15024,0,50,USA,1
34,otherGov,masters_doctorate,married,blueCollar,husband,White,Male,0,1848,40,USA,1
48,private,masters_doctorate,married,whiteCollar,husband,White,Male,0,0,50,USA,1
50,selfEmployed,dropout,single,other,notInFamily,AsianPacIslander,Female,0,0,15,USA,0
19,private,hs_grad,single,other,ownChild,White,Female,0,0,40,USA,0
51,private,hs_grad,married,sales,husband,White,Male,0,0,40,USA,0
39,private,bachelors,married,other,unmarried,White,Male,0,0,40,USA,0
20,private,dropout,single,other,ownChild,White,Female,0,0,40,USA,0
17,private,dropout,single,blueCollar,ownChild,White,Male,0,0,16,USA,0
42,private,hs_grad,married,sales,husband,White,Male,0,0,50,USA,1
25,private,hs_grad,single,other,otherRelative,Other,Female,0,0,25,notUSA,0
36,private,hs_grad,married,other,unmarried,White,Female,0,0,40,USA,0
65,private,masters_doctorate,married,professional,notInFamily,White,Female,0,0,40,USA,0
32,selfEmployed,bachelors,married,blueCollar,husband,White,Male,0,0,70,USA,1
33,selfEmployed,bachelors,single,professional,notInFamily,White,Male,0,0,45,USA,0
32,otherGov,hs_grad,single,other,unmarried,Black,Female,0,0,20,USA,0
25,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
41,otherGov,hs_grad,married,other,unmarried,White,Female,0,0,40,USA,0
44,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,1
72,private,dropout,married,other,husband,White,Male,2414,0,12,USA,0
36,private,hs_grad,married,whiteCollar,notInFamily,White,Male,0,0,52,USA,0
67,selfEmployed,hs_grad,married,blueCollar,husband,White,Male,1797,0,20,USA,0
28,private,hs_grad,married,blueCollar,husband,White,Male,4064,0,45,USA,0
24,private,dropout,married,blueCollar,husband,Other,Male,0,0,40,USA,0
17,private,dropout,single,sales,ownChild,White,Male,0,0,8,USA,0
32,selfEmployed,bachelors,married,whiteCollar,unmarried,Black,Female,0,0,30,USA,0
67,private,dropout,married,other,notInFamily,White,Female,0,0,40,USA,0
51,private,masters_doctorate,married,professional,husband,AsianPacIslander,Male,5013,0,40,notUSA,0
32,private,dropout,single,blueCollar,notInFamily,White,Male,3674,0,40,notUSA,0
39,private,hs_grad,married,whiteCollar,husband,White,Male,0,0,40,USA,1
18,selfEmployed,hs_grad,single,blueCollar,notInFamily,White,Female,0,0,35,USA,0
50,selfEmployed,bachelors,married,blueCollar,husband,White,Male,0,0,45,USA,1
24,private,dropout,single,sales,notInFamily,White,Female,0,0,15,USA,0
21,otherGov,hs_grad,single,other,notInFamily,White,Female,0,0,40,USA,0
24,private,bachelors,single,other,otherRelative,AsianPacIslander,Female,0,0,16,USA,0
34,private,associates,single,other,ownChild,White,Male,0,0,40,USA,0
49,selfEmployed,dropout,single,blueCollar,notInFamily,Black,Male,0,0,32,USA,0
50,private,hs_grad,married,blueCollar,notInFamily,AmerIndianEskimo,Female,0,0,40,USA,0
33,private,associates,married,whiteCollar,ownChild,White,Female,0,0,40,USA,0
18,private,hs_grad,single,other,ownChild,White,Male,0,0,40,USA,0
45,private,associates,married,other,unmarried,White,Female,0,0,55,USA,1
20,private,hs_grad,single,sales,notInFamily,White,Female,0,0,35,USA,0
46,selfEmployed,bachelors,married,whiteCollar,husband,White,Male,3103,0,37,USA,1
64,otherGov,hs_grad,married,other,notInFamily,White,Female,0,0,40,USA,0
39,private,masters_doctorate,single,professional,notInFamily,White,Male,0,0,45,USA,0
35,private,hs_grad,single,blueCollar,notInFamily,White,Male,0,0,70,USA,0
21,private,hs_grad,single,other,notInFamily,White,Male,0,0,32,USA,0
29,private,associates,single,other,notInFamily,White,Male,0,0,45,USA,0
38,otherGov,bachelors,married,whiteCollar,wife,Black,Female,0,0,30,USA,1
45,private,hs_grad,married,other,unmarried,White,Female,0,0,40,USA,0
30,selfEmployed,masters_doctorate,married,professional,notInFamily,AsianPacIslander,Male,0,0,50,notUSA,1
41,private,hs_grad,married,other,wife,White,Female,0,0,40,USA,1
37,private,hs_grad,single,blueCollar,notInFamily,AsianPacIslander,Male,0,0,40,notUSA,0
45,private,bachelors,married,sales,husband,White,Male,0,1887,60,USA,1
45,selfEmployed,hs_grad,married,whiteCollar,husband,White,Male,0,0,48,USA,1
20,fedGov,hs_grad,single,other,otherRelative,White,Male,0,0,20,USA,0
63,selfEmployed,hs_grad,married,sales,notInFamily,White,Female,14084,0,60,USA,1
35,selfEmployed,hs_grad,married,whiteCollar,husband,White,Male,0,0,40,USA,0
24,private,bachelors,married,professional,husband,White,Male,0,0,50,USA,0
19,private,hs_grad,single,blueCollar,notInFamily,White,Male,0,0,50,USA,0
23,private,hs_grad,single,other,ownChild,White,Male,0,0,35,USA,0
34,private,bachelors,single,professional,notInFamily,White,Female,0,0,45,USA,0
36,selfEmployed,dropout,married,blueCollar,husband,White,Male,0,0,50,notUSA,1
46,private,hs_grad,single,blueCollar,otherRelative,White,Male,0,0,5,USA,0
38,otherGov,bachelors,married,whiteCollar,husband,White,Male,0,0,42,USA,1
55,otherGov,dropout,married,other,notInFamily,White,Female,0,0,40,USA,0
27,private,hs_grad,single,other,otherRelative,AsianPacIslander,Male,0,0,40,notUSA,0
48,private,hs_grad,married,blueCollar,husband,White,Male,0,0,45,USA,1
35,private,hs_grad,married,other,ownChild,White,Female,0,0,50,USA,0
53,private,hs_grad,married,blueCollar,husband,Black,Male,7688,0,40,USA,1
47,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
50,private,hs_grad,married,blueCollar,notInFamily,White,Male,4650,0,22,USA,0
32,private,hs_grad,married,sales,husband,White,Male,0,0,40,USA,0
40,private,hs_grad,married,blueCollar,husband,White,Male,0,0,46,USA,0
41,private,hs_grad,married,sales,husband,White,Male,0,0,50,USA,1
47,fedGov,bachelors,married,professional,notInFamily,White,Male,0,0,40,USA,0
21,private,hs_grad,single,sales,ownChild,Black,Female,0,0,25,USA,0
45,otherGov,masters_doctorate,married,other,husband,White,Male,0,0,35,USA,0
33,private,dropout,single,other,unmarried,Black,Female,0,0,14,notUSA,0
68,unEmployed,hs_grad,married,blueCollar,unmarried,White,Female,0,0,25,USA,0
44,private,prof_school,married,whiteCollar,husband,White,Male,0,0,55,USA,1
49,private,dropout,married,blueCollar,husband,White,Male,0,0,50,USA,0
45,private,masters_doctorate,married,professional,husband,White,Male,0,0,40,notUSA,1
41,private,hs_grad,married,blueCollar,husband,White,Male,0,1848,65,USA,1
